C	Cn	autism_spectrum_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	intellectual_disability	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Alzheimer's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	hypertension	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	autistic_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Huntington's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	Parkinson's_disease	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	epilepsy_syndrome	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	bipolar_disorder	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	schizophrenia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	frontotemporal_dementia	actual overlap	expected overlap	OR	95% CI	p-value	p.adjusted	{p_value}	BC	p-value(ALT)	p.adjusted(ALT)	BC(ALT)	
177	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
178	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			1	0.504425	2.48077	[0.22,27.49]	0.349562	1	0.1		0.924917	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			1	0.632341	1.87548	[0.17,20.76]	0.394415	1	0.1		0.885677	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
179	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			2	0.421561	0	[0.00,0.00]	0.0442944	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
180	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
181	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0893001	0	[0.00,0.00]	0.0893001	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
182	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			1	0.166533	8.61765	[0.77,96.23]	0.148789	1	0.1		0.99121	1			1	0.504425	2.48077	[0.22,27.49]	0.349562	1	0.1		0.924917	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			1	0.632341	1.87548	[0.17,20.76]	0.394415	1	0.1		0.885677	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
183	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			1	0.111022	17.25	[1.07,278.78]	0.104943	1	0.1		0.996961	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			1	0.127112	14.9103	[0.92,240.66]	0.119129	1	0.1		0.996009	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			1	0.11424	16.7286	[1.04,270.28]	0.107801	1	0.1		0.996781	1		
184	12		1	0.637168	1.63077	[0.21,12.82]	0.351876	1	0.1		0.869915	1			1	0.66613	1.55481	[0.20,12.22]	0.357643	1	0.1		0.859986	1			0	2.0177	0	[0.00,0.00]	1	1	0.1		1	1			2	1.0716	2.05872	[0.45,9.52]	0.207438	1	0.1		0.915905	1			1	0.637168	1.63077	[0.21,12.82]	0.351876	1	0.1		0.869915	1			1	0.376508	2.85407	[0.36,22.67]	0.267127	1	0.1		0.948073	1			0	0.772325	0	[0.00,0.00]	1	1	0.1		1	1			0	1.05229	0	[0.00,0.00]	1	1	0.1		1	1			0	0.762671	0	[0.00,0.00]	1	1	0.1		1	1			1	2.52936	0.337861	[0.04,2.63]	0.244155	1	0.1		0.186588	1			0	0.685438	0	[0.00,0.00]	1	1	0.1		1	1		
185	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
186	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
187	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
188	5		1	0.265487	4.51154	[0.50,40.94]	0.214065	1	0.1		0.97497	1			0	0.277554	0	[0.00,0.00]	1	1	0.1		1	1			0	0.840708	0	[0.00,0.00]	1	1	0.1		1	1			0	0.4465	0	[0.00,0.00]	1	1	0.1		1	1			1	0.265487	4.51154	[0.50,40.94]	0.214065	1	0.1		0.97497	1			0	0.156879	0	[0.00,0.00]	1	1	0.1		1	1			0	0.321802	0	[0.00,0.00]	1	1	0.1		1	1			0	0.438455	0	[0.00,0.00]	1	1	0.1		1	1			0	0.31778	0	[0.00,0.00]	1	1	0.1		1	1			0	1.0539	0	[0.00,0.00]	1	1	0.1		1	1			0	0.285599	0	[0.00,0.00]	1	1	0.1		1	1		
189	4		0	0.212389	0	[0.00,0.00]	1	1	0.1		1	1			0	0.222043	0	[0.00,0.00]	1	1	0.1		1	1			2	0.672566	4.98551	[0.70,35.60]	0.117272	1	0.1		0.983553	1			1	0.3572	3.42121	[0.35,33.17]	0.270386	1	0.1		0.957922	1			0	0.212389	0	[0.00,0.00]	1	1	0.1		1	1			0	0.125503	0	[0.00,0.00]	1	1	0.1		1	1			0	0.257442	0	[0.00,0.00]	1	1	0.1		1	1			0	0.350764	0	[0.00,0.00]	1	1	0.1		1	1			0	0.254224	0	[0.00,0.00]	1	1	0.1		1	1			1	0.843121	1.24904	[0.13,12.06]	0.802659	1	0.1		0.415196	1			0	0.228479	0	[0.00,0.00]	1	1	0.1		1	1		
190	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
191	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			2	0.336283	0	[0.00,0.00]	0.028159	1	0.1		1	1			1	0.1786	10.2818	[0.64,165.53]	0.162782	1	0.1		0.992091	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0627514	31.6579	[1.94,515.74]	0.0608315	1	0.1		0.99904	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
192	3		0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.166533	0	[0.00,0.00]	1	1	0.1		1	1			1	0.504425	2.48077	[0.22,27.49]	0.349562	1	0.1		0.924917	1			0	0.2679	0	[0.00,0.00]	1	1	0.1		1	1			0	0.159292	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0941271	0	[0.00,0.00]	1	1	0.1		1	1			0	0.193081	0	[0.00,0.00]	1	1	0.1		1	1			0	0.263073	0	[0.00,0.00]	1	1	0.1		1	1			0	0.190668	0	[0.00,0.00]	1	1	0.1		1	1			0	0.632341	0	[0.00,0.00]	1	1	0.1		1	1			0	0.17136	0	[0.00,0.00]	1	1	0.1		1	1		
193	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
194	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
195	7		0	0.371681	0	[0.00,0.00]	1	1	0.1		1	1			0	0.388576	0	[0.00,0.00]	1	1	0.1		1	1			1	1.17699	0.823718	[0.10,6.88]	0.665637	1	0.1		0.390938	1			1	0.625101	1.70606	[0.20,14.30]	0.357921	1	0.1		0.876608	1			0	0.371681	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21963	0	[0.00,0.00]	1	1	0.1		1	1			0	0.450523	0	[0.00,0.00]	1	1	0.1		1	1			0	0.613837	0	[0.00,0.00]	1	1	0.1		1	1			0	0.444891	0	[0.00,0.00]	1	1	0.1		1	1			0	1.47546	0	[0.00,0.00]	1	1	0.1		1	1			0	0.399839	0	[0.00,0.00]	1	1	0.1		1	1		
196	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
197	2		0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			0	0.106195	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			1	0.127112	14.9103	[0.92,240.66]	0.119129	1	0.1		0.996009	1			0	0.421561	0	[0.00,0.00]	1	1	0.1		1	1			1	0.11424	16.7286	[1.04,270.28]	0.107801	1	0.1		0.996781	1		
198	2		1	0.106195	18.0923	[1.12,292.53]	0.100637	1	0.1		0.997221	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			0	0.336283	0	[0.00,0.00]	1	1	0.1		1	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			1	0.106195	18.0923	[1.12,292.53]	0.100637	1	0.1		0.997221	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			0	0.128721	0	[0.00,0.00]	1	1	0.1		1	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			0	0.127112	0	[0.00,0.00]	1	1	0.1		1	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
199	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
200	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
201	36		3	1.9115	1.65079	[0.49,5.53]	0.315166	1	0.1		0.744569	1			2	1.99839	1.00088	[0.24,4.26]	0.677451	1	0.1		0.282595	1			10	6.0531	1.9482	[0.92,4.10]	0.0802502	1	0.1		0.928913	1			6	3.2148	2.09905	[0.85,5.16]	0.0916708	1	0.1		0.931865	1			3	1.9115	1.65079	[0.49,5.53]	0.315166	1	0.1		0.744569	1			1	1.12953	0.878947	[0.12,6.59]	0.686985	1	0.1		0.374865	1			3	2.31698	1.33412	[0.40,4.45]	0.30322	1	0.1		0.715012	1			6	3.15688	2.14369	[0.87,5.27]	0.0905362	1	0.1		0.932665	1			3	2.28801	1.35287	[0.41,4.51]	0.304002	1	0.1		0.718248	1			12	7.58809	1.914	[0.94,3.88]	0.0680909	1	0.1		0.938229	1			3	2.05632	1.52273	[0.46,5.09]	0.310415	1	0.1		0.738223	1		
202	10		0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			1	0.555109	1.90359	[0.24,15.24]	0.33386	1	0.1		0.89755	1			1	1.68142	0.547543	[0.07,4.35]	0.478666	1	0.1		0.321159	1			1	0.893001	1.13434	[0.14,9.04]	0.386497	1	0.1		0.777521	1			0	0.530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.643604	0	[0.00,0.00]	1	1	0.1		1	1			1	0.876911	1.15741	[0.15,9.22]	0.385633	1	0.1		0.783648	1			0	0.635559	0	[0.00,0.00]	1	1	0.1		1	1			1	2.1078	0.413793	[0.05,3.28]	0.343104	1	0.1		0.250259	1			1	0.571199	1.84603	[0.23,14.78]	0.338288	1	0.1		0.892412	1		
203	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
204	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
205	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0643604	0	[0.00,0.00]	0.0643604	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
206	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			1	0.168142	0	[0.00,0.00]	0.168142	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			1	0.21078	0	[0.00,0.00]	0.21078	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
207	2		1	0.106195	18.0923	[1.12,292.53]	0.100637	1	0.1		0.997221	1			0	0.111022	0	[0.00,0.00]	1	1	0.1		1	1			1	0.336283	4.96635	[0.31,79.72]	0.279965	1	0.1		0.971841	1			0	0.1786	0	[0.00,0.00]	1	1	0.1		1	1			1	0.106195	18.0923	[1.12,292.53]	0.100637	1	0.1		0.997221	1			0	0.0627514	0	[0.00,0.00]	1	1	0.1		1	1			1	0.128721	14.7089	[0.91,237.38]	0.120533	1	0.1		0.995906	1			0	0.175382	0	[0.00,0.00]	1	1	0.1		1	1			1	0.127112	14.9103	[0.92,240.66]	0.119129	1	0.1		0.996009	1			1	0.421561	3.75479	[0.23,60.23]	0.332972	1	0.1		0.955706	1			0	0.11424	0	[0.00,0.00]	1	1	0.1		1	1		
208	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0571199	0	[0.00,0.00]	0.0571199	1	0.1		1	1		
209	30		5	1.59292	3.77705	[1.40,10.21]	0.0144948	1	0.1		0.99614	1			2	1.66533	1.22175	[0.28,5.24]	0.451124	1	0.1		0.593739	1			12	5.04425	3.43824	[1.63,7.25]	0.00142829	1	0.1		0.999505	1			5	2.679	2.08868	[0.78,5.57]	0.135997	1	0.1		0.897187	1			5	1.59292	3.77705	[1.40,10.21]	0.0144948	1	0.1		0.99614	1			0	0.941271	0	[0.00,0.00]	1	1	0.1		1	1			4	1.93081	2.30162	[0.78,6.76]	0.0829876	1	0.1		0.961133	1			11	2.63073	6.587	[3.05,14.24]	1.63469e-05	0.435231	0.1		0.999997	1			6	1.90668	3.90411	[1.55,9.85]	0.00746799	1	0.1		0.998013	1			16	6.32341	4.49245	[2.16,9.33]	6.52317e-05	0.868388	0.1		0.999983	1			0	1.7136	0	[0.00,0.00]	1	1	0.1		1	1		
210	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0555109	0	[0.00,0.00]	0.0555109	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0876911	0	[0.00,0.00]	0.0876911	1	0.1		1	1			0	0.0635559	0	[0.00,0.00]	1	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
211	1		0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0555109	0	[0.00,0.00]	1	1	0.1		1	1			0	0.168142	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0893001	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0530973	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0313757	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0643604	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0876911	0	[0.00,0.00]	1	1	0.1		1	1			1	0.0635559	0	[0.00,0.00]	0.0635559	1	0.1		1	1			0	0.21078	0	[0.00,0.00]	1	1	0.1		1	1			0	0.0571199	0	[0.00,0.00]	1	1	0.1		1	1		
